viaje_id,estado_id,nombre,sexo,edad,parientes,familiares,boleto,tarifa,cabina,embarque_id,bote,cuerpo,residencias
1,1,"Behr, Mr. Karl Howell",hombre,26,0,0,111369,30.0,C148,1,5,,"New York, NY"
1,1,"Graham, Miss. Margaret Edith",mujer,19,0,0,112053,30.0,B42,2,3,,"Greenwich, CT"
1,1,"Hawksford, Mr. Walter James",hombre,,0,0,16988,30.0,D45,2,3,,"Kingston, Surrey"
1,0,"Long, Mr. Milton Clyde",hombre,29,0,0,113501,30.0,D6,2,,126,"Springfield, MA"
1,0,"Brady, Mr. John Bertram",hombre,41,0,0,113054,30.5,A21,2,,,"Pomeroy, WA"
1,1,"Daniel, Mr. Robert Williams",hombre,27,0,0,113804,30.5,,2,3,,"Philadelphia, PA"
1,0,"Molson, Mr. Harry Markland",hombre,55,0,0,113787,30.5,C30,2,,,"Montreal, PQ"
1,1,"Peuchen, Major. Arthur Godfrey",hombre,52,0,0,113786,30.5,C104,2,6,,"Toronto, ON"
1,1,"Saalfeld, Mr. Adolphe",hombre,,0,0,19988,30.5,C106,2,3,,"Manchester, England"
1,1,"Stahelin-Maeglin, Dr. Max",hombre,32,0,0,13214,30.5,B50,1,3,,"Basel, Switzerland"
1,0,"Hoyt, Mr. William Fisher",hombre,,0,0,PC 17600,30.7,,1,14,,"New York, NY"
1,0,"Smith, Mr. James Clinch",hombre,56,0,0,17764,30.7,A7,1,,,"St James, Long Island, NY"
1,1,"Blank, Mr. Henry",hombre,40,0,0,112277,31.0,A31,1,7,,"Glen Ridge, NJ"
1,0,"Cairns, Mr. Alexander",hombre,,0,0,113798,31.0,,2,,,
1,1,"Serepeca, Miss. Augusta",mujer,30,0,0,113798,31.0,,1,4,,
1,0,"Evans, Miss. Edith Corse",mujer,36,0,0,PC 17531,31.68,A29,1,,,"New York, NY"
1,1,"Flegenheim, Mrs. Alfred (Antoinette)",mujer,,0,0,PC 17598,31.68,,2,7,,"New York, NY"
1,0,"Sutton, Mr. Frederick",hombre,61,0,0,36963,32.32,D50,2,,46,"Haddenfield, NJ"
1,0,"Van der hoef, Mr. Wyckoff",hombre,61,0,0,111240,33.5,B19,2,,245,"Brooklyn, NY"
1,0,"Walker, Mr. William Anderson",hombre,47,0,0,36967,34.02,D46,2,,,"East Orange, NJ"
1,0,"Goldschmidt, Mr. George B",hombre,71,0,0,PC 17754,34.65,A5,1,,,"New York, NY"
1,0,"Williams-Lambert, Mr. Fletcher Fellows",hombre,,0,0,113510,35.0,C128,2,,,"London, England"
1,1,"Simonius-Blumer, Col. Oberst Alfons",hombre,56,0,0,13213,35.5,A26,1,3,,"Basel, Switzerland"
1,1,"Sloper, Mr. William Thompson",hombre,28,0,0,113788,35.5,A6,2,7,,"New Britain, CT"
1,1,"Woolner, Mr. Hugh",hombre,,0,0,19947,35.5,C52,2,D,,"London, England"
1,0,"Gee, Mr. Arthur H",hombre,47,0,0,111320,38.5,E63,2,,275,"St Anne's-on-Sea, Lancashire"
1,1,"Lines, Miss. Mary Conover",mujer,16,0,1,PC 17592,39.4,D28,2,9,,"Paris, France"
1,1,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",mujer,51,0,1,PC 17592,39.4,D28,2,9,,"Paris, France"
1,0,"Brewe, Dr. Arthur Jackson",hombre,,0,0,112379,39.6,,1,,,"Philadelphia, PA"
1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (Mrs Morgan)",mujer,48,1,0,11755,39.6,A16,1,1,,London / Paris
1,1,"Rheims, Mr. George Alexander Lucien",hombre,,0,0,PC 17607,39.6,,2,A,,"Paris /  New York, NY"
1,0,"Ross, Mr. John Hugo",hombre,36,0,0,13049,40.13,A10,1,,,"Winnipeg, MB"
1,0,"Harrington, Mr. Charles H",hombre,,0,0,113796,42.4,,2,,,
1,0,"Moore, Mr. Clarence Bloomfield",hombre,47,0,0,113796,42.4,,2,,,"Washington, DC"
1,0,"Head, Mr. Christopher",hombre,42,0,0,113038,42.5,B11,2,,,London / Middlesex
1,0,"Loring, Mr. Joseph Holland",hombre,30,0,0,113801,45.5,,2,,,"London / New York, NY"
1,0,"Carrau, Mr. Francisco M",hombre,28,0,0,113059,47.1,,2,,,"Montevideo, Uruguay"
1,0,"Carrau, Mr. Jose Pedro",hombre,17,0,0,113059,47.1,,2,,,"Montevideo, Uruguay"
1,1,"Frolicher, Miss. Hedwig Margaritha",mujer,22,0,2,13568,49.5,B39,1,5,,"Zurich, Switzerland"
1,,"Artagaveytia, Mr. Ramon",hombre,71,0,0,PC 17609,49.5,,1,,22,"Montevideo, Uruguay"
1,1,"Mayne, Mlle. Berthe Antonine (Mrs de Villiers)",mujer,24,0,0,PC 17482,49.5,C90,1,6,,"Belgium  Montreal, PQ"
1,0,"Hipkins, Mr. William Edward",hombre,55,0,0,680,50.0,C39,2,,,London / Birmingham
1,0,"Rood, Mr. Hugh Roscoe",hombre,,0,0,113767,50.0,A32,2,,,"Seattle, WA"
1,0,"Brandeis, Mr. Emil",hombre,48,0,0,PC 17591,50.5,B10,1,,208,"Omaha, NE"
1,0,"Roebling, Mr. Washington Augustus II",hombre,31,0,0,PC 17590,50.5,A24,2,,,"Trenton, NJ"
1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",mujer,53,2,0,11769,51.48,C101,2,D,,"Bayside, Queens, NY"
1,1,"Brown, Mrs. John Murray (Caroline Lane Lamson)",mujer,59,2,0,11769,51.48,C101,2,D,,"Belmont, MA"
1,0,"Hilliard, Mr. Herbert Henry",hombre,,0,0,17463,51.86,E46,2,,,"Brighton, MA"
1,0,"Kenyon, Mr. Frederick R",hombre,41,1,0,17464,51.86,D21,2,,,"Southington / Noank, CT"
1,1,"Kenyon, Mrs. Frederick R (Marion)",mujer,,1,0,17464,51.86,D21,2,8,,"Southington / Noank, CT"
1,0,"McCarthy, Mr. Timothy J",hombre,54,0,0,17463,51.86,E46,2,,175,"Dorchester, MA"
1,0,"Clifford, Mr. George Quincy",hombre,,0,0,110465,52.0,A14,2,,,"Stoughton, MA"
1,0,"Davidson, Mr. Thornton",hombre,31,1,0,F.C. 12750,52.0,B71,2,,,"Montreal, PQ"
1,1,"Davidson, Mrs. Thornton (Orian Hays)",mujer,27,1,2,F.C. 12750,52.0,B71,2,3,,"Montreal, PQ"
1,0,"Holverson, Mr. Alexander Oskar",hombre,42,1,0,113789,52.0,,2,,38,"New York, NY"
1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",mujer,35,1,0,113789,52.0,,2,8,,"New York, NY"
1,0,"Porter, Mr. Walter Chamberlain",hombre,47,0,0,110465,52.0,C110,2,,207,"Worcester, MA"
1,1,"Taylor, Mr. Elmer Zebley",hombre,48,1,0,19996,52.0,C126,2,5 7,,"London /  East Orange, NJ"
1,1,"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)",mujer,,1,0,19996,52.0,C126,2,5 7,,"London /  East Orange, NJ"
1,1,"Beckwith, Mr. Richard Leonard",hombre,37,1,1,11751,52.55,D35,2,5,,"New York, NY"
1,1,"Beckwith, Mrs. Richard Leonard (Sallie Monypeny)",mujer,47,1,1,11751,52.55,D35,2,5,,"New York, NY"
1,1,"Kimball, Mr. Edwin Nelson Jr",hombre,42,1,0,11753,52.55,D19,2,5,,"Boston, MA"
1,1,"Kimball, Mrs. Edwin Nelson Jr (Gertrude Parsons)",mujer,45,1,0,11753,52.55,D19,2,5,,"Boston, MA"
1,1,"Chambers, Mr. Norman Campbell",hombre,27,1,0,113806,53.1,E8,2,5,,"New York, NY / Ithaca, NY"
1,1,"Chambers, Mrs. Norman Campbell (Bertha Griggs)",mujer,33,1,0,113806,53.1,E8,2,5,,"New York, NY / Ithaca, NY"
1,0,"Futrelle, Mr. Jacques Heath",hombre,37,1,0,113803,53.1,C123,2,,,"Scituate, MA"
1,1,"Futrelle, Mrs. Jacques Heath (Lily May Peel)",mujer,35,1,0,113803,53.1,C123,2,D,,"Scituate, MA"
1,0,"Marvin, Mr. Daniel Warner",hombre,19,1,0,113773,53.1,D30,2,,,"New York, NY"
1,1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",mujer,18,1,0,113773,53.1,D30,2,10,,"New York, NY"
1,1,"Bowerman, Miss. Elsie Edith",mujer,22,0,1,113505,55.0,E33,2,6,,"St Leonards-on-Sea, England Ohio"
1,1,"Chibnall, Mrs. (Edith Martha Bowerman)",mujer,,0,1,113505,55.0,E33,2,6,,"St Leonards-on-Sea, England Ohio"
1,1,"Harder, Mr. George Achilles",hombre,25,1,0,11765,55.44,E50,1,5,,"Brooklyn, NY"
1,1,"Harder, Mrs. George Achilles (Dorothy Annan)",mujer,25,1,0,11765,55.44,E50,1,5,,"Brooklyn, NY"
1,1,"Stengel, Mr. Charles Emil Henry",hombre,54,1,0,11778,55.44,C116,1,1,,"Newark, NJ"
1,1,"Stengel, Mrs. Charles Emil Henry (Annie May Morris)",mujer,43,1,0,11778,55.44,C116,1,5,,"Newark, NJ"
1,0,"Silvey, Mr. William Baird",hombre,50,1,0,13507,55.9,E44,2,,,"Duluth, MN"
1,1,"Silvey, Mrs. William Baird (Alice Munger)",mujer,39,1,0,13507,55.9,E44,2,11,,"Duluth, MN"
1,1,"Duff Gordon, Sir. Cosmo Edmund (Mr Morgan)",hombre,49,1,0,PC 17485,56.93,A20,1,1,,London / Paris
1,1,"Francatelli, Miss. Laura Mabel",mujer,30,0,0,PC 17485,56.93,E36,1,1,,
1,1,"Dick, Mr. Albert Adrian",,31,1,0,17474,57.0,B20,2,3,,"Calgary, AB"
1,1,"Dick, Mrs. Albert Adrian (Vera Gillespie)",mujer,17,1,0,17474,57.0,B20,2,3,,"Calgary, AB"
1,1,"Mock, Mr. Philipp Edmund",hombre,30,1,0,13236,57.75,C78,1,11,,"New York, NY"
1,1,"Schabert, Mrs. Paul (Emma Mock)",mujer,35,1,0,13236,57.75,C28,1,11,,"New York, NY"
1,1,"Hippach, Miss. Jean Gertrude",mujer,16,0,1,111361,57.98,B18,1,4,,"Chicago, IL"
1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",mujer,44,0,1,111361,57.98,B18,1,4,,"Chicago, IL"
1,1,"Gibson, Miss. Dorothy Winifred",mujer,22,0,1,112378,59.4,,1,7,,"New York, NY"
1,1,"Gibson, Mrs. Leonard (Pauline C Boeson)",mujer,45,0,1,112378,59.4,,1,7,,"New York, NY"
1,0,"Rothschild, Mr. Martin",hombre,55,1,0,PC 17603,59.4,,1,,,"New York, NY"
1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",mujer,54,1,0,PC 17603,59.4,,1,6,,"New York, NY"
1,0,"Smith, Mr. Lucien Philip",hombre,24,1,0,13695,60.0,C31,2,,,"Huntington, WV"
1,1,"Smith, Mrs. Lucien Philip (Mary Eloise Hughes)",mujer,18,1,0,13695,60.0,C31,2,6,,"Huntington, WV"
1,0,"Chaffee, Mr. Herbert Fuller",hombre,46,1,0,W.E.P. 5734,61.18,E31,2,,,"Amenia, ND"
1,1,"Chaffee, Mrs. Herbert Fuller (Carrie Constance Toogood)",mujer,47,1,0,W.E.P. 5734,61.18,E31,2,4,,"Amenia, ND"
1,0,"Williams, Mr. Charles Duane",hombre,51,0,1,PC 17597,61.38,,1,,,"Geneva, Switzerland / Radnor, PA"
1,1,"Williams, Mr. Richard Norris II",hombre,21,0,1,PC 17597,61.38,,1,A,,"Geneva, Switzerland / Radnor, PA"
1,1,"Ostby, Miss. Helene Ragnhild",mujer,22,0,1,113509,61.98,B36,1,5,,"Providence, RI"
1,0,"Ostby, Mr. Engelhart Cornelius",hombre,65,0,1,113509,61.98,B30,1,,234,"Providence, RI"
1,1,"Greenfield, Mr. William Bertram",hombre,23,0,1,PC 17759,63.36,D10 D12,1,7,,"New York, NY"
1,1,"Greenfield, Mrs. Leo David (Blanche Strouse)",mujer,45,0,1,PC 17759,63.36,D10 D12,1,7,,"New York, NY"
1,0,"Pears, Mr. Thomas Clinton",hombre,29,1,0,113776,66.6,C2,2,,,"Isleworth, England"
1,1,"Pears, Mrs. Thomas (Edith Wearne)",mujer,22,1,0,113776,66.6,C2,2,8,,"Isleworth, England"
1,1,"Aubart, Mme. Leontine Pauline",mujer,24,0,0,PC 17477,69.3,B35,1,9,,"Paris, France"
1,1,"Sagesser, Mlle. Emma",mujer,24,0,0,PC 17477,69.3,B35,1,9,,
1,0,"Crosby, Capt. Edward Gifford",hombre,70,1,1,WE/P 5735,71.0,B22,2,,269,"Milwaukee, WI"
1,1,"Crosby, Miss. Harriet R",mujer,36,0,2,WE/P 5735,71.0,B22,2,7,,"Milwaukee, WI"
1,0,"Cumings, Mr. John Bradley",hombre,39,1,0,PC 17599,71.28,C85,1,,,"New York, NY"
1,1,"Cumings, Mrs. John Bradley (Florence Briggs Thayer)",mujer,38,1,0,PC 17599,71.28,C85,1,4,,"New York, NY"
1,0,"Beattie, Mr. Thomson",hombre,36,0,0,13050,75.24,C6,1,A,,"Winnipeg, MN"
1,0,"McCaffry, Mr. Thomas Francis",hombre,46,0,0,13050,75.24,C6,1,,292,"Vancouver, BC"
1,0,"Warren, Mr. Frank Manley",hombre,64,1,0,110813,75.25,D37,1,,,"Portland, OR"
1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",mujer,60,1,0,110813,75.25,D37,1,5,,"Portland, OR"
1,1,"Bazzani, Miss. Albina",mujer,32,0,0,11813,76.29,D15,1,8,,
1,1,"Bucknell, Mrs. William Robert (Emma Eliza Ward)",mujer,60,0,0,11813,76.29,D15,1,8,,"Philadelphia, PA"
1,1,"Harper, Mr. Henry Sleeper",hombre,48,1,0,PC 17572,76.73,D33,1,3,,"New York, NY"
1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",mujer,49,1,0,PC 17572,76.73,D33,1,3,,"New York, NY"
1,1,"Hassab, Mr. Hammad",hombre,27,0,0,PC 17572,76.73,D49,1,3,,
1,0,"White, Mr. Percival Wayland",hombre,54,0,1,35281,77.29,D26,2,,,"Brunswick, ME"
1,0,"White, Mr. Richard Frasar",hombre,21,0,1,35281,77.29,D26,2,,169,"Brunswick, ME"
1,1,"Andrews, Miss. Kornelia Theodosia",mujer,63,1,0,13502,77.96,D7,2,10,,"Hudson, NY"
1,1,"Hogeboom, Mrs. John C (Anna Andrews)",mujer,51,1,0,13502,77.96,D11,2,10,,"Hudson, NY"
1,1,"Longley, Miss. Gretchen Fiske",mujer,21,0,0,13502,77.96,D9,2,10,,"Hudson, NY"
1,1,"Eustis, Miss. Elizabeth Mussey",mujer,54,1,0,36947,78.27,D20,1,4,,"Brookline, MA"
1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",mujer,52,1,0,36947,78.27,D20,1,4,,"Haverford, PA"
1,1,"Barber, Miss. Ellen Nellie",mujer,26,0,0,19877,78.85,,2,6,,
1,0,"Cavendish, Mr. Tyrell William",hombre,36,1,0,19877,78.85,C46,2,,172,"Little Onn Hall, Staffs"
1,1,"Cavendish, Mrs. Tyrell William (Julia Florence Siegel)",mujer,76,1,0,19877,78.85,C46,2,6,,"Little Onn Hall, Staffs"
1,1,"Frolicher-Stehli, Mr. Maxmillian",hombre,60,1,1,13567,79.2,B41,1,5,,"Zurich, Switzerland"
1,1,"Frolicher-Stehli, Mrs. Maxmillian (Margaretha Emerentia Stehli)",mujer,48,1,1,13567,79.2,B41,1,5,,"Zurich, Switzerland"
1,0,"Giglio, Mr. Victor",hombre,24,0,0,PC 17593,79.2,B86,1,,,
1,0,"Guggenheim, Mr. Benjamin",hombre,46,0,0,PC 17593,79.2,B82 B84,1,,,"New York, NY"
1,0,"Rosenshine, Mr. George (Mr George Thorne)",hombre,46,0,0,PC 17585,79.2,,1,,16,"New York, NY"
1,1,"Thorne, Mrs. Gertrude Maybelle",mujer,,0,0,PC 17585,79.2,,1,D,,"New York, NY"
1,1,"Taussig, Miss. Ruth",mujer,18,0,2,110413,79.65,E68,2,8,,"New York, NY"
1,0,"Taussig, Mr. Emil",hombre,52,1,1,110413,79.65,E67,2,,,"New York, NY"
1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",mujer,39,1,1,110413,79.65,E67,2,8,,"New York, NY"
1,1,"Icard, Miss. Amelie",mujer,38,0,0,113572,80.0,B28,,6,,
1,1,"Stone, Mrs. George Nelson (Martha Evelyn)",mujer,62,0,0,113572,80.0,B28,,6,,"Cincinatti, OH"
1,1,"Dodge, Dr. Washington",hombre,53,1,1,33638,81.86,A34,2,13,,"San Francisco, CA"
1,1,"Dodge, Master. Washington",hombre,4,0,2,33638,81.86,A34,2,5,,"San Francisco, CA"
1,1,"Dodge, Mrs. Washington (Ruth Vidaver)",mujer,54,1,1,33638,81.86,A34,2,5,,"San Francisco, CA"
1,0,"Meyer, Mr. Edgar Joseph",hombre,28,1,0,PC 17604,82.17,,1,,,"New York, NY"
1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",mujer,,1,0,PC 17604,82.17,,1,6,,"New York, NY"
1,1,"Snyder, Mr. John Pillsbury",hombre,24,1,0,21228,82.27,B45,2,7,,"Minneapolis, MN"
1,1,"Snyder, Mrs. John Pillsbury (Nelle Stevenson)",mujer,23,1,0,21228,82.27,B45,2,7,,"Minneapolis, MN"
1,1,"Compton, Miss. Sara Rebecca",mujer,39,1,1,PC 17756,83.16,E49,1,14,,"Lakewood, NJ"
1,0,"Compton, Mr. Alexander Taylor Jr",hombre,37,1,1,PC 17756,83.16,E52,1,,,"Lakewood, NJ"
1,1,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",mujer,64,0,2,PC 17756,83.16,E45,1,14,,"Lakewood, NJ"
1,1,"Earnshaw, Mrs. Boulton (Olive Potter)",mujer,23,0,1,11767,83.16,C54,1,7,,"Mt Airy, Philadelphia, PA"
1,1,"Hays, Miss. Margaret Bechstein",mujer,24,0,0,11767,83.16,C54,1,7,,"New York, NY"
1,1,"Potter, Mrs. Thomas Jr (Lily Alexenia Wilson)",mujer,56,0,1,11767,83.16,C50,1,7,,"Mt Airy, Philadelphia, PA"
1,0,"Harris, Mr. Henry Birkhardt",hombre,45,1,0,36973,83.48,C83,2,,,"New York, NY"
1,1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",mujer,35,1,0,36973,83.48,C83,2,D,,"New York, NY"
1,1,"Cherry, Miss. Gladys",mujer,30,0,0,110152,86.5,B77,2,8,,"London, England"
1,1,"Maioni, Miss. Roberta",mujer,16,0,0,110152,86.5,B79,2,8,,
1,1,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)",mujer,33,0,0,110152,86.5,B77,2,8,,"London  Vancouver, BC"
1,1,"Goldenberg, Mr. Samuel L",hombre,49,1,0,17453,89.1,C92,1,5,,"Paris, France / New York, NY"
1,1,"Goldenberg, Mrs. Samuel L (Edwiga Grabowska)",mujer,,1,0,17453,89.1,C92,1,5,,"Paris, France / New York, NY"
1,1,"Hoyt, Mr. Frederick Maxfield",hombre,38,1,0,19943,90.0,C93,2,D,,"New York, NY /  Stamford CT"
1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",mujer,35,1,0,19943,90.0,C93,2,D,,"New York, NY /  Stamford CT"
1,0,"Minahan, Dr. William Edward",hombre,44,2,0,19928,90.0,C78,3,,230,"Fond du Lac, WI"
1,1,"Minahan, Miss. Daisy E",mujer,33,1,0,19928,90.0,C78,3,14,,"Green Bay, WI"
1,1,"Minahan, Mrs. William Edward (Lillian E Thorpe)",mujer,37,1,0,19928,90.0,C78,3,14,,"Fond du Lac, WI"
